rushall,403355,0.0035757,Linear Search
rushall,403355,5.9e-06,Binary Search
rushall,403355,2.3e-06,Hash Search
rushall,403355,1.3e-06,Bloom Filter Search
floodwood,403355,0.0018697,Linear Search
floodwood,403355,2.5e-06,Binary Search
floodwood,403355,1.4e-06,Hash Search
floodwood,403355,1e-06,Bloom Filter Search
londonesque,403355,0.0022104,Linear Search
londonesque,403355,3e-06,Binary Search
londonesque,403355,3.5e-06,Hash Search
londonesque,403355,1.3e-06,Bloom Filter Search
heartrendingly,403355,0.0029794,Linear Search
heartrendingly,403355,3.2e-06,Binary Search
heartrendingly,403355,1.9e-06,Hash Search
heartrendingly,403355,1e-06,Bloom Filter Search
lerret,403355,0.0021038,Linear Search
lerret,403355,2.2e-06,Binary Search
lerret,403355,1.2e-06,Hash Search
lerret,403355,8e-07,Bloom Filter Search
intangibility,403355,0.0029705,Linear Search
intangibility,403355,3.2e-06,Binary Search
intangibility,403355,2.6e-06,Hash Search
intangibility,403355,1.6e-06,Bloom Filter Search
enthusiast's,403355,0.0012795,Linear Search
enthusiast's,403355,2.9e-06,Binary Search
enthusiast's,403355,1.6e-06,Hash Search
enthusiast's,403355,1.1e-06,Bloom Filter Search
microseismometry,403355,0.0020695,Linear Search
microseismometry,403355,3.1e-06,Binary Search
microseismometry,403355,1.2e-06,Hash Search
microseismometry,403355,9e-07,Bloom Filter Search
maco,403355,0.0032779,Linear Search
maco,403355,3.6e-06,Binary Search
maco,403355,2.4e-06,Hash Search
maco,403355,1.6e-06,Bloom Filter Search
canthus,403355,0.0007038,Linear Search
canthus,403355,2.4e-06,Binary Search
canthus,403355,1.7e-06,Hash Search
canthus,403355,9e-07,Bloom Filter Search
pseudapospory,403355,0.0030239,Linear Search
pseudapospory,403355,2.5e-06,Binary Search
pseudapospory,403355,1.7e-06,Hash Search
pseudapospory,403355,1.7e-06,Bloom Filter Search
stylobates,403355,0.0048791,Linear Search
stylobates,403355,3e-06,Binary Search
stylobates,403355,1.4e-06,Hash Search
stylobates,403355,9e-07,Bloom Filter Search
vaporetto,403355,0.0052832,Linear Search
vaporetto,403355,1.73e-05,Binary Search
vaporetto,403355,2.5e-06,Hash Search
vaporetto,403355,1.1e-06,Bloom Filter Search
felloe,403355,0.0014696,Linear Search
felloe,403355,2.4e-06,Binary Search
felloe,403355,1.5e-06,Hash Search
felloe,403355,8e-07,Bloom Filter Search
civism,403355,0.0014024,Linear Search
civism,403355,2.2e-06,Binary Search
civism,403355,1.8e-06,Hash Search
civism,403355,1.1e-06,Bloom Filter Search
egyptian,403355,0.0016575,Linear Search
egyptian,403355,5.5e-05,Binary Search
egyptian,403355,2.3e-06,Hash Search
egyptian,403355,1e-06,Bloom Filter Search
crepon,403355,0.0010116,Linear Search
crepon,403355,2.3e-06,Binary Search
crepon,403355,2e-06,Hash Search
crepon,403355,7e-07,Bloom Filter Search
mandriarch,403355,0.0023629,Linear Search
mandriarch,403355,2.3e-06,Binary Search
mandriarch,403355,1.3e-06,Hash Search
mandriarch,403355,8e-07,Bloom Filter Search
numbats,403355,0.003656,Linear Search
numbats,403355,5.4e-06,Binary Search
numbats,403355,2.1e-06,Hash Search
numbats,403355,2.1e-06,Bloom Filter Search
inapparent,403355,0.0020103,Linear Search
inapparent,403355,2.8e-06,Binary Search
inapparent,403355,1.3e-06,Hash Search
inapparent,403355,8e-07,Bloom Filter Search
fallal,403355,0.0015066,Linear Search
fallal,403355,2.4e-06,Binary Search
fallal,403355,3e-06,Hash Search
fallal,403355,7e-07,Bloom Filter Search
sension,403355,0.0063168,Linear Search
sension,403355,2.5e-06,Binary Search
sension,403355,1.7e-06,Hash Search
sension,403355,9e-07,Bloom Filter Search
rightism,403355,0.0035875,Linear Search
rightism,403355,1.9e-06,Binary Search
rightism,403355,1e-06,Hash Search
rightism,403355,8e-07,Bloom Filter Search
cyprinids,403355,0.0017405,Linear Search
cyprinids,403355,5.7e-06,Binary Search
cyprinids,403355,2.3e-06,Hash Search
cyprinids,403355,1e-06,Bloom Filter Search
hamular,403355,0.0019138,Linear Search
hamular,403355,2.5e-06,Binary Search
hamular,403355,5.5e-06,Hash Search
hamular,403355,8e-07,Bloom Filter Search
rebill,403355,0.0033335,Linear Search
rebill,403355,2.4e-06,Binary Search
rebill,403355,1.1e-06,Hash Search
rebill,403355,7e-07,Bloom Filter Search
impactual,403355,0.0043025,Linear Search
impactual,403355,3.8e-06,Binary Search
impactual,403355,2.1e-06,Hash Search
impactual,403355,1e-06,Bloom Filter Search
aryl,403355,0.0003384,Linear Search
aryl,403355,2.6e-06,Binary Search
aryl,403355,1.2e-06,Hash Search
aryl,403355,7e-07,Bloom Filter Search
averse,403355,0.0004124,Linear Search
averse,403355,2.1e-06,Binary Search
averse,403355,3.1e-06,Hash Search
averse,403355,6e-07,Bloom Filter Search
provided,403355,0.0033345,Linear Search
provided,403355,4.17e-05,Binary Search
provided,403355,4.4e-06,Hash Search
provided,403355,1.1e-06,Bloom Filter Search
undecillions,403355,0.0045104,Linear Search
undecillions,403355,3.1e-06,Binary Search
undecillions,403355,2.2e-06,Hash Search
undecillions,403355,1.3e-06,Bloom Filter Search
icecraft,403355,0.0021715,Linear Search
icecraft,403355,3.9e-06,Binary Search
icecraft,403355,2.3e-06,Hash Search
icecraft,403355,1.3e-06,Bloom Filter Search
biggety,403355,0.0005791,Linear Search
biggety,403355,3.1e-06,Binary Search
biggety,403355,1.4e-06,Hash Search
biggety,403355,7e-07,Bloom Filter Search
rubella,403355,0.0035622,Linear Search
rubella,403355,2.5e-06,Binary Search
rubella,403355,1.3e-06,Hash Search
rubella,403355,1.7e-06,Bloom Filter Search
radiotransparency,403355,0.0052771,Linear Search
radiotransparency,403355,4.2e-06,Binary Search
radiotransparency,403355,4.1e-06,Hash Search
radiotransparency,403355,1e-06,Bloom Filter Search
unomitted,403355,0.004626,Linear Search
unomitted,403355,5.6e-06,Binary Search
unomitted,403355,1.52e-05,Hash Search
unomitted,403355,1.8e-06,Bloom Filter Search
neurectasy,403355,0.0027502,Linear Search
neurectasy,403355,3.1e-06,Binary Search
neurectasy,403355,2.2e-06,Hash Search
neurectasy,403355,8e-07,Bloom Filter Search
toasting,403355,0.0042887,Linear Search
toasting,403355,2.6e-06,Binary Search
toasting,403355,1.87e-05,Hash Search
toasting,403355,7e-06,Bloom Filter Search
rizzle,403355,0.0039181,Linear Search
rizzle,403355,2.9e-06,Binary Search
rizzle,403355,1.5e-06,Hash Search
rizzle,403355,8e-07,Bloom Filter Search
lockianism,403355,0.0023918,Linear Search
lockianism,403355,3.8e-06,Binary Search
lockianism,403355,3.9e-06,Hash Search
lockianism,403355,2.3e-06,Bloom Filter Search
cumber,403355,0.0015212,Linear Search
cumber,403355,2.3e-06,Binary Search
cumber,403355,1.7e-06,Hash Search
cumber,403355,8e-07,Bloom Filter Search
veristic,403355,0.0046869,Linear Search
veristic,403355,2.1e-06,Binary Search
veristic,403355,1.2e-06,Hash Search
veristic,403355,2.1e-06,Bloom Filter Search
inactive,403355,0.0025984,Linear Search
inactive,403355,3.9e-06,Binary Search
inactive,403355,1.9e-06,Hash Search
inactive,403355,9e-07,Bloom Filter Search
aushar,403355,0.0004049,Linear Search
aushar,403355,2.4e-06,Binary Search
aushar,403355,1.2e-06,Hash Search
aushar,403355,6e-07,Bloom Filter Search
filthily,403355,0.0015777,Linear Search
filthily,403355,2.1e-06,Binary Search
filthily,403355,1.2e-06,Hash Search
filthily,403355,7e-07,Bloom Filter Search
serpentes,403355,0.0071511,Linear Search
serpentes,403355,2.4e-06,Binary Search
serpentes,403355,1.5e-06,Hash Search
serpentes,403355,9e-07,Bloom Filter Search
nodi,403355,0.0022938,Linear Search
nodi,403355,2.3e-06,Binary Search
nodi,403355,6.4e-06,Hash Search
nodi,403355,2.2e-06,Bloom Filter Search
ironize,403355,0.0022275,Linear Search
ironize,403355,2.7e-06,Binary Search
ironize,403355,2.8e-06,Hash Search
ironize,403355,1.1e-06,Bloom Filter Search
sorrentino,403355,0.0071742,Linear Search
sorrentino,403355,6.6e-06,Binary Search
sorrentino,403355,5.7e-06,Hash Search
sorrentino,403355,2.7e-06,Bloom Filter Search
hotboxes,403355,0.0031744,Linear Search
hotboxes,403355,3.4e-06,Binary Search
hotboxes,403355,2.5e-06,Hash Search
hotboxes,403355,9e-07,Bloom Filter Search
veneto,403355,0.0086909,Linear Search
veneto,403355,5.9e-06,Binary Search
veneto,403355,4.1e-06,Hash Search
veneto,403355,1e-06,Bloom Filter Search
mislocate,403355,0.002726,Linear Search
mislocate,403355,2.2e-06,Binary Search
mislocate,403355,1.6e-06,Hash Search
mislocate,403355,8e-07,Bloom Filter Search
kneadingly,403355,0.0049222,Linear Search
kneadingly,403355,3.5e-06,Binary Search
kneadingly,403355,3.8e-06,Hash Search
kneadingly,403355,9e-07,Bloom Filter Search
procaines,403355,0.0033999,Linear Search
procaines,403355,2.4e-06,Binary Search
procaines,403355,3.2e-06,Hash Search
procaines,403355,1.1e-06,Bloom Filter Search
cyanogenetic,403355,0.0009847,Linear Search
cyanogenetic,403355,2.7e-06,Binary Search
cyanogenetic,403355,1.2e-06,Hash Search
cyanogenetic,403355,8e-07,Bloom Filter Search
preindicant,403355,0.0058028,Linear Search
preindicant,403355,3.4e-06,Binary Search
preindicant,403355,1.8e-06,Hash Search
preindicant,403355,1.8e-06,Bloom Filter Search
barrenwort,403355,0.0004664,Linear Search
barrenwort,403355,2.5e-06,Binary Search
barrenwort,403355,1.3e-06,Hash Search
barrenwort,403355,8e-07,Bloom Filter Search
cabureiba,403355,0.0006858,Linear Search
cabureiba,403355,2.1e-06,Binary Search
cabureiba,403355,1.2e-06,Hash Search
cabureiba,403355,7e-07,Bloom Filter Search
eyeliner,403355,0.0015181,Linear Search
eyeliner,403355,1.8e-06,Binary Search
eyeliner,403355,1e-06,Hash Search
eyeliner,403355,1.6e-06,Bloom Filter Search
ripple,403355,0.0047612,Linear Search
ripple,403355,2.8e-06,Binary Search
ripple,403355,2.1e-06,Hash Search
ripple,403355,7e-07,Bloom Filter Search
boustrophedonic,403355,0.0005215,Linear Search
boustrophedonic,403355,2.2e-06,Binary Search
boustrophedonic,403355,1.2e-06,Hash Search
boustrophedonic,403355,8e-07,Bloom Filter Search
legendless,403355,0.0022511,Linear Search
legendless,403355,2.1e-06,Binary Search
legendless,403355,1.1e-06,Hash Search
legendless,403355,8e-07,Bloom Filter Search
dilantin,403355,0.0031137,Linear Search
dilantin,403355,5.1e-06,Binary Search
dilantin,403355,3e-06,Hash Search
dilantin,403355,9e-07,Bloom Filter Search
libelist,403355,0.0024803,Linear Search
libelist,403355,2.6e-06,Binary Search
libelist,403355,1.5e-06,Hash Search
libelist,403355,1.1e-06,Bloom Filter Search
fortifyingly,403355,0.0014829,Linear Search
fortifyingly,403355,2.3e-06,Binary Search
fortifyingly,403355,9e-07,Hash Search
fortifyingly,403355,9e-07,Bloom Filter Search
coalbin,403355,0.0008651,Linear Search
coalbin,403355,2.1e-06,Binary Search
coalbin,403355,1.5e-06,Hash Search
coalbin,403355,1.1e-06,Bloom Filter Search
agnathic,403355,0.0010001,Linear Search
agnathic,403355,5.3e-06,Binary Search
agnathic,403355,4.5e-06,Hash Search
agnathic,403355,1.8e-06,Bloom Filter Search
vaultings,403355,0.0053821,Linear Search
vaultings,403355,2.7e-06,Binary Search
vaultings,403355,1.8e-06,Hash Search
vaultings,403355,8e-07,Bloom Filter Search
pholidota,403355,0.0032977,Linear Search
pholidota,403355,6.6e-06,Binary Search
pholidota,403355,3e-06,Hash Search
pholidota,403355,1.1e-06,Bloom Filter Search
sandbaggers,403355,0.003585,Linear Search
sandbaggers,403355,2.7e-06,Binary Search
sandbaggers,403355,1.5e-06,Hash Search
sandbaggers,403355,1e-06,Bloom Filter Search
dethatched,403355,0.0011762,Linear Search
dethatched,403355,2.3e-06,Binary Search
dethatched,403355,1e-06,Hash Search
dethatched,403355,7e-07,Bloom Filter Search
sabicu,403355,0.0057346,Linear Search
sabicu,403355,3.2e-06,Binary Search
sabicu,403355,2.3e-06,Hash Search
sabicu,403355,1.5e-06,Bloom Filter Search
rhinencephala,403355,0.0031994,Linear Search
rhinencephala,403355,2.2e-06,Binary Search
rhinencephala,403355,1.5e-06,Hash Search
rhinencephala,403355,1e-06,Bloom Filter Search
cardiology,403355,0.0007145,Linear Search
cardiology,403355,7.7e-06,Binary Search
cardiology,403355,1e-06,Hash Search
cardiology,403355,8e-07,Bloom Filter Search
coproduct's,403355,0.0009326,Linear Search
coproduct's,403355,4e-06,Binary Search
coproduct's,403355,1.78e-05,Hash Search
coproduct's,403355,3.2e-06,Bloom Filter Search
nauger,403355,0.0028033,Linear Search
nauger,403355,3e-06,Binary Search
nauger,403355,1.7e-06,Hash Search
nauger,403355,9e-07,Bloom Filter Search
adjures,403355,0.0001759,Linear Search
adjures,403355,1.7e-06,Binary Search
adjures,403355,1.3e-06,Hash Search
adjures,403355,5e-07,Bloom Filter Search
blossombill,403355,0.0005473,Linear Search
blossombill,403355,2.2e-06,Binary Search
blossombill,403355,1.1e-06,Hash Search
blossombill,403355,8e-07,Bloom Filter Search
winter,403355,0.0082642,Linear Search
winter,403355,2.7e-06,Binary Search
winter,403355,1.8e-06,Hash Search
winter,403355,2.2e-06,Bloom Filter Search
purreic,403355,0.0032469,Linear Search
purreic,403355,2.3e-06,Binary Search
purreic,403355,1.3e-06,Hash Search
purreic,403355,8e-07,Bloom Filter Search
unapt,403355,0.0068909,Linear Search
